http://www.yahoo.com,8898,2014-06-11 18:51:59 +0300,58
http://www.yahoo.com,7171,2014-06-12 11:51:59 +0300,56
http://www.yahoo.com,5222,2014-06-09 16:51:59 +0300,1
http://www.google.com,3502,2014-06-16 21:51:59 +0300,36
http://www.abc.com,1605,2014-06-11 11:51:59 +0300,40
http://www.cnn.com,4692,2014-06-16 14:51:59 +0300,4
http://www.abc.com,88,2014-06-16 18:51:59 +0300,20
http://www.wikipedia.org,3289,2014-06-14 11:51:59 +0300,48
http://www.cnn.com,2259,2014-06-12 18:51:59 +0300,41
http://www.yahoo.com,7244,2014-06-09 19:51:59 +0300,23
http://www.abc.com,3519,2014-06-13 16:51:59 +0300,31
http://www.cnn.com,6811,2014-06-12 14:51:59 +0300,28
http://www.abc.com,1029,2014-06-15 16:51:59 +0300,50
http://www.yahoo.com,4935,2014-06-16 21:51:59 +0300,29
http://www.yahoo.com,5457,2014-06-16 10:51:59 +0300,20
http://www.abc.com,7801,2014-06-09 14:51:59 +0300,10
http://www.cnn.com,6868,2014-06-11 16:51:59 +0300,9
http://www.google.com,4946,2014-06-15 17:51:59 +0300,60
http://www.wikipedia.org,885,2014-06-12 21:51:59 +0300,3
http://www.yahoo.com,6932,2014-06-15 10:51:59 +0300,39
http://www.abc.com,1290,2014-06-14 16:51:59 +0300,21
http://www.wikipedia.org,2880,2014-06-10 10:51:59 +0300,39
http://www.yahoo.com,6492,2014-06-11 17:51:59 +0300,59
http://www.wikipedia.org,3890,2014-06-10 17:51:59 +0300,29
http://www.cnn.com,9068,2014-06-11 21:51:59 +0300,46
http://www.cnn.com,9604,2014-06-15 16:51:59 +0300,3
http://www.wikipedia.org,1454,2014-06-14 18:51:59 +0300,34
http://www.abc.com,2971,2014-06-14 17:51:59 +0300,3
http://www.yahoo.com,3194,2014-06-10 10:51:59 +0300,26
http://www.wikipedia.org,7022,2014-06-14 16:51:59 +0300,57
http://www.yahoo.com,8601,2014-06-12 16:51:59 +0300,26
http://www.yahoo.com,492,2014-06-10 19:51:59 +0300,25
http://www.google.com,9024,2014-06-11 20:51:59 +0300,34
http://www.cnn.com,2304,2014-06-14 15:51:59 +0300,47
http://www.abc.com,4188,2014-06-16 21:51:59 +0300,7
http://www.cnn.com,1596,2014-06-10 09:51:59 +0300,54
http://www.yahoo.com,5454,2014-06-12 19:51:59 +0300,16
http://www.yahoo.com,7889,2014-06-13 13:51:59 +0300,8
http://www.yahoo.com,567,2014-06-10 17:51:59 +0300,58
http://www.yahoo.com,1280,2014-06-12 14:51:59 +0300,47
http://www.wikipedia.org,410,2014-06-09 11:51:59 +0300,25
http://www.abc.com,8912,2014-06-10 18:51:59 +0300,10
http://www.cnn.com,9631,2014-06-09 17:51:59 +0300,22
http://www.google.com,8164,2014-06-12 17:51:59 +0300,25
http://www.yahoo.com,7731,2014-06-16 17:51:59 +0300,10
http://www.wikipedia.org,7148,2014-06-16 21:51:59 +0300,52
http://www.abc.com,3662,2014-06-12 10:51:59 +0300,49
http://www.cnn.com,256,2014-06-14 09:51:59 +0300,30
http://www.abc.com,5596,2014-06-13 16:51:59 +0300,32
http://www.abc.com,1097,2014-06-09 18:51:59 +0300,3
http://www.abc.com,5515,2014-06-16 15:51:59 +0300,15
http://www.wikipedia.org,6610,2014-06-15 19:51:59 +0300,40
http://www.wikipedia.org,5786,2014-06-12 14:51:59 +0300,25
http://www.cnn.com,2891,2014-06-12 10:51:59 +0300,30
http://www.cnn.com,7119,2014-06-09 10:51:59 +0300,44
http://www.google.com,3475,2014-06-09 16:51:59 +0300,51
http://www.abc.com,2731,2014-06-14 14:51:59 +0300,52
http://www.yahoo.com,6559,2014-06-13 21:51:59 +0300,48
http://www.wikipedia.org,1202,2014-06-15 15:51:59 +0300,5
http://www.yahoo.com,4684,2014-06-13 20:51:59 +0300,2
http://www.google.com,945,2014-06-15 18:51:59 +0300,35
http://www.abc.com,8846,2014-06-12 11:51:59 +0300,23
http://www.yahoo.com,4350,2014-06-14 13:51:59 +0300,39
http://www.wikipedia.org,405,2014-06-11 12:51:59 +0300,60
http://www.google.com,8399,2014-06-14 14:51:59 +0300,56
http://www.cnn.com,6064,2014-06-12 20:51:59 +0300,16
http://www.abc.com,3270,2014-06-16 14:51:59 +0300,33
http://www.abc.com,4259,2014-06-13 14:51:59 +0300,41
http://www.google.com,1593,2014-06-09 18:51:59 +0300,26
http://www.google.com,1385,2014-06-15 14:51:59 +0300,25
http://www.yahoo.com,5965,2014-06-13 17:51:59 +0300,12
